title,publishedAt,category,views,likes,comments,duration,tags,country
The Rise Of NPCs: Why Critical Thinking Is Dead,2023-01-15T17:00:33Z,22,812852,55878,4822,PT18M24S,"['cole hastings', 'critical thinking', 'critical thinking skills', 'self improvement', 'red pill', 'npcs', 'the rise of npcs', 'the death of critical thinking', 'why critical thinking is important', 'why critical thinking makes you smarter', 'critical thinking is dead', 'thinking', 'thinking fast and slow', 'generation z', 'gen z is doomed', 'gen z is hopeless', 'npcs red pill', 'echo chambers', 'personal development', 'why everyone hates everyone', 'video essay', 'andrew tate', 'liberals vs conservatives']",US
A Different Way To Let Go Of The Past,2021-10-12T16:15:01Z,22,96160,6675,360,PT12M21S,"['cole hastings', 'how to let go of the past', 'letting go of the past', 'letting go', 'how to let go', 'let go', 'go', 'how to let go of someone you love', 'how to let go of someone', 'letting go of someone you love', 'letting go of toxic relationships', 'how can i let go of my ex', 'how can i let go of someone i love', 'how do i let go', 'how can i let go', 'how do i let go of someone you love', 'let go how to', 'letting go how to', 'how can i let go of the past', 'how do i let go of the past', 'let go of the past']",US
3 Minute Skin Care Routine Every Man Needs,2023-05-04T14:01:16Z,26,767201,28976,429,PT4M24S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
The Perfect Morning Routine Every Man Should Do (Science Based),2023-06-18T15:37:05Z,26,1015198,45528,1130,PT8M55S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
9 Signs Your Crush Likes You,2023-05-19T15:57:37Z,26,158850,7679,221,PT4M,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Have Small Talk With Women,2022-08-30T14:00:05Z,26,201239,12428,280,PT5M57S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Be More Charismatic,2022-06-02T13:27:28Z,26,136633,9697,202,PT5M39S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
5 Hacks To Smell Better Than Other Dudes,2021-03-25T13:54:37Z,26,3518857,155899,2200,PT4M20S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
The Perfect Grooming Routine (Science Based),2023-06-02T16:19:47Z,26,319148,12822,215,PT7M28S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Text Your Crush (and Always Get A Response),2022-11-09T15:17:58Z,26,72658,4756,133,PT5M23S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Undo Your Porn Damaged Brain,2023-12-08T15:35:50Z,26,134310,8577,288,PT11M25S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
7 Ways To Glow Up As A Teen,2023-12-04T16:20:14Z,26,129187,9531,197,PT11M21S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Build A Men's Wardrobe For Beginners,2021-12-19T14:39:32Z,26,562323,25265,342,PT6M24S,"['TMF', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'mens fashion', 'GQ', ""Men's Lifestyle"", 'ESNTLS', 'Levi’s', 'Levi’s Jeans', 'Levi’s 501s', 'Levi’s Outlet', 'Women’s Levi’s Jeans', 'Men’s Levi’s Jeans', 'Levis Strauss', 'Happy New Year', 'Happy Thanksgiving', 'Happy Holidays', 'Holidays 2021', 'Tis the Season', 'Holiday Season', 'Holiday Gifts', 'Sustainability', 'Sustainable Clothing Brands', 'Eco Friendly', 'Sustainable Fashion', 'Ethical Clothing Brands', 'Sustainable Living', 'Sustainable Jeans']",US
7 Psych Tricks To Seduce Anyone,2023-06-13T15:02:28Z,26,186524,9010,168,PT11M9S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Look Better Than 95% Of Other People,2023-06-12T15:59:09Z,26,134935,6815,141,PT9M38S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
A FULL Guide To Max Out Your Looks (Become More attractive),2022-08-05T12:55:44Z,26,905400,37220,659,PT6M1S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Glow Up As A Guy (Science Based),2023-06-23T14:18:54Z,26,152048,7446,148,PT10M14S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
7 Mistakes That Make You Less Masculine,2023-05-07T14:42:22Z,26,137457,7879,240,PT6M41S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
I Tricked My Brain To Be Addicted To Self Improvement,2023-11-28T21:15:07Z,27,110584,7509,156,PT11M24S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
8 Ways TO Manipulate Your CRUSH To Like You (Dark Psych Tricks),2023-06-20T13:34:43Z,27,470209,24728,386,PT9M57S,"['psychological tricks', 'make them like you', 'make them fall for you', 'psychology tricks', 'how to get a girl to like you', 'how to get a guy to like you', 'how to make your crush like you', 'how to make your crush fall in love with you', 'how to make your crush like you back', 'how to make a girl like you', 'psychological tips', 'dating', 'dating advice', 'psych 2 go', 'relationships', 'psych to go', 'attraction', 'psych2go', 'psychtogo', 'how to make someone fall in love with you', 'how to make someone like you']",US
7 Traits Women Notice First In Men,2023-06-21T14:16:52Z,26,169669,7899,217,PT8M25S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
6 Things To NEVER Do Around A Girl You Like,2023-05-05T13:47:48Z,26,1200800,55028,652,PT6M53S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
8 Clothing Tricks Most Guys Don't Know,2018-05-14T13:04:27Z,26,13275199,240458,4975,PT6M20S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', ""8 Clothing Tricks Most Guys Don't Know"", 'clothing hacks to look better', 'clothing hacks every guy should know', 'hypebeast', 'how to find a tailor', 'how to hide a boner', 'how to keep your shirt in all day']",US
The Perfect 60 Second Shower Routine,2023-12-02T17:27:23Z,27,76055,4830,137,PT9M41S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
9 Fashion Rules All Men Must Learn,2023-12-01T17:16:01Z,26,62145,4227,88,PT11M26S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Unlock UNLIMITED Motivation,2023-06-04T15:14:58Z,26,86892,5469,143,PT7M11S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Get Shredded (Guide To The Perfect Body),2023-05-15T15:30:07Z,26,253678,12211,242,PT9M29S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How To Become A Millionaire (Step by Step Guide),2023-05-14T15:41:49Z,26,465288,29837,1718,PT22M19S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
10 Ways You Ruin Your Life By 25,2023-06-05T14:20:03Z,26,219039,13994,380,PT9M41S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
How to Feel Confident Around Girls,2022-01-08T17:25:47Z,26,288225,17593,294,PT7M9S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
7 Best Topics To Talk About With A Girl,2022-10-03T13:29:25Z,26,286254,14326,210,PT5M48S,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'menswear', 'mens fashion', 'GQ', ""Men's Style Tips"", ""Men's Lifestyle"", 'suits', 'reviews', ""men's Clothing"", 'ESNTLS', 'Finance', 'money', 'financial literacy', 'stocks', 'how to invest in stock market', 'best stocks of 2021', 'how to save money', 'how to make money at home']",US
